channelId,description,publishedAt,region,subscriberCount,videoCount,viewCount
UCsXVk37bltHxD1rDPwtNM8Q,Videos explaining things with optimistic nihilism. We are a small team who want to make science look beautiful. Because it is beautiful. Currently we make one ...,2013-07-09T20:17:20Z,US,13100000,128,1132161028
UC-lHJZR3Gqxm24_Vd_AJ5Yw,I make videos.,2010-04-29T10:54:00Z,US,107000000,4212,26153944302
UCk8GzjMOrta8yxDcKfylJYw,nicefamilyshow@gmail.com.,2015-05-12T08:26:57Z,US,65000000,765,40715725815
UCvlE5gTbOvjiolFlEm-c_Ow,Vlad & Niki” is the global preschool phenomenon and highest rated kids channel on YouTube starring the imaginative personalities and antics of brothers Vlad ...,2018-04-23T13:58:18Z,US,54500000,289,33478683509
UCX6OQ3DkcsbYNE6H8uQQuVA,Accomplishments - Counting to 100k - Counting to 200k - Reading the Dictionary - Watching Dance Till You're Dead For 10 Hours - Reading Bee Movie Script ...,2012-02-20T00:43:50Z,US,44500000,690,7405767614
UC-8Q-hLdECwQmaWNwXitYDw,"Katy Perry on Vevo - Official Music Videos, Live Performances, Interviews and more...",2009-12-13T03:04:53Z,US,25300000,156,19957053765
UCp0hYYBW6IMayGgR-WeoCvQ,"For 18 incredible, eventful and sometimes life-changing seasons, Ellen has been making audiences laugh all over the world with her signature brand of humor ...",2006-11-21T04:53:43Z,US,37600000,12190,20845893213
UC4rlAVgAK0SGk-yTfe48Qpw,"Hey! Are you looking for answers to life's biggest questions? Whether you're into recent discoveries, space exploration,, true stories, fitness, fun tests, and riddles ...",2017-03-15T11:17:50Z,US,36900000,3254,7152439012
UC2xskkQVFEpLcGFnNSLQY0A,"Rihanna on Vevo - Official Music Videos, Live Performances, Interviews and more...",2009-05-12T05:29:11Z,US,25600000,106,15707246032
UCS94J1s6-qc8v7btCdS2pNg,,2017-11-14T14:56:43Z,US,32700000,368,13496907514
UChGJGhZ9SOOHvBB0Y4DOO_w,"Welcome To Ryan's World!!! Ryan loves doing lots of fun things like pretend play, science experiments, music videos, skits, challenges, DIY arts and crafts and ...",2015-03-17T00:18:47Z,US,26700000,1821,42120422920
UC3gNmTGu-TTbFPpfSs5kNkg,"The Fandango MOVIECLIPS channel is the largest collection of licensed movie clips on the web. We are HUGE movie fans. We love films so much, that our ...",2006-04-28T00:02:37Z,US,44800000,36220,43208987122
UCPNxhDvTcytIdvwXWAm43cA,Official Selena Gomez YouTube Channel!,2008-02-08T14:59:05Z,US,26900000,179,527272318
UCu59yAFE8fM0sVNTipR4edw,"With kindness and comedy in its heart, the show follows the adventures of a little girl Masha and her friend, The Bear. Their relationship is a metaphor of how a ...",2014-09-17T12:56:19Z,US,18000000,573,8276705751
UCUAL--p3qAa27luR0IYbjZA,"Welcome to the official Pencilmation YouTube channel! Pencilmation, the endless struggle between creator and creation. Brought to you by the mind of Ross ...",2007-02-01T03:30:32Z,US,17300000,749,8732838323
UCUe6ZpY6TJ0no8jI4l2iLxw,"You can enjoy Nick Jr. shows and games everywhere you are. Watch full episodes of PAW Patrol, Shimmer and Shine, Blaze and the Monster Machines, Bubble ...",2012-09-27T08:50:57Z,US,16600000,3623,13788414562
UCK5Q72Uyo73uRPk8PmM2A3w,Welcome to Genevieve's Playhouse where we create all kinds of educational videos for kids and toddlers using toy based learning. Come along as Genevieve ...,2016-01-06T16:47:22Z,US,15900000,526,7775335466
UCi8e0iOVk1fEOogdfu4YgfA,"The Fandango MOVIECLIPS TRAILERS channel delivers hot new trailers, teasers, and sneak peeks for all the best upcoming movies. Subscribe to stay up to ...",2011-04-01T18:43:14Z,US,15000000,8521,11910155889
UCFeUyPY6W8qX8w2o6oSiRmw,"The Official Pink Panther YouTube Channel. Think Pink! New episodes of The Pink Panther (1993) will be uploaded every Monday, Thursday, and Saturday!",2013-09-09T08:44:58Z,US,13600000,513,6930681945
UC9trsD1jCTXXtN3xIOIU8gg,Welcome to the Official YouTube channel for WB Kids. Watch all of your favorite clips and trailers from iconic brands like Looney Tunes and Scooby-Doo!,2015-03-31T18:07:46Z,US,13600000,1235,4978570868
UCErphF_9VoXQB29BVDK9_Jw,,2017-02-07T15:33:26Z,US,0,208,4115708488
UC7_YxT-KID8kRbqZo7MyscQ,"Welcome to Markiplier! Here you'll find some hilarious gaming videos, original comedy sketches, animated parodies, and other bits of entertainment!",2012-05-26T20:30:52Z,US,27000000,4786,14115283405
UCKqH_9mk1waLgBiL2vT5b9g,Official Vanoss Gaming YouTube Channel.,2011-09-15T07:05:29Z,US,25300000,1246,13060036099
UCYzPXprvl5Y-Sf0g4vX-m6g,"Top of the mornin' to ya, laddies! Welcome to my channel, my name is jacksepticeye. I am a very energetic let's player with a big heart who just wants to have fun ...",2007-02-24T14:28:56Z,US,24900000,4661,13296722053
UCAW-NpUFkMyCNrvRSSGIvDQ,"Tyler ""Ninja"" Blevins is a professional Battle Royale Player and Streamer. He currently is playing Fortnite, Valorant, and Warzone *Accomplishments* - 1st Place ...",2011-11-11T06:17:51Z,US,24100000,1208,2330779900
UCS5Oz6CHmeoF7vSad0qqXfw,Daily gaming videos with DanTDM :) BUSINESS ONLY :: management@dantdmteam.com.,2012-07-14T21:58:18Z,US,23800000,3422,17266860075
UCm3hAp1m1xlAz0ve_EKAo4g,"I'm Talking Tom and this is my super awesome, laugh-a-minute, crazy fun channel! This is a place of FUN FUN FUN! I post all kinds of videos for your ...",2010-07-04T02:07:57Z,US,21400000,288,10150146481
UC0DZmkupLYwc0yDsfocLh0A,"Hi there, welcome to my channel! My name is Jelly and I'm a child friendly Youtuber! Make sure to SUBSCRIBE for daily videos on various games! And ofcourse ...",2014-05-27T13:19:08Z,US,19500000,4425,10675082459
UCYVinkwSX7szARULgYpvhLw,Ali-A // Subscribe and join the #AliAarmy! ▻ Welcome to the best place for gaming news and gameplays! This is my place to share videos of me having fun ...,2006-09-13T17:12:04Z,US,17400000,3512,5286024939
UCpGdL9Sn3Q5YWUH2DVUW1Ug,Your source for epic Minecraft content! Don't forget to subscribe! - Minecraft Mob Battles and Arena Battles - Epic Modded Let's Plays - Mod Showcases ...,2012-04-17T17:18:29Z,US,17100000,4654,14083478124
UCC-RHF_77zQdKcA75hr5oTQ,"FGTeeV, the Family Gaming team, brings you the premiere YouTube channel for gamers. Meet FGTeeV Duddy his wife FGTEEV Moomy, their sons Shawn, ...",2013-05-24T04:54:22Z,US,16800000,1424,17382547780
UC295-Dw_tDNtZXFeAPAW6Aw,"Fun diy-projects, crafts, experience the joy of doing it yourself! OFFICIAL CHANNEL. For brand partnership enquires: brands@thesoul-publishing.com.",2016-11-15T09:25:37Z,US,68800000,4607,18695342253
UCWwqHwqLSrdWMgp5DZG5Dzg,"Easy DIY ""how to"" video tutorials. DIY Accessories, Make Up Tutorials, Life Hacks, Pranks, Home Décor and and MUCH more! Make it easy! For any business ...",2015-09-12T13:49:04Z,US,20800000,1399,7894926091
UCJFp8uSYCjXOMnkUyb3CQ3Q,"Tasty The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we help ...",2016-01-22T23:05:31Z,US,19400000,3999,4656059431
UC2etEuPIfohP4P53wM0KImA,"Fun diy-projects, crafts, experience the joy of doing it yourself! OFFICIAL CHANNEL. For brand partnership enquires: brands@thesoul-publishing.com.",2018-01-18T08:58:56Z,US,19300000,2754,3944881589
UC57XAjJ04TY8gNxOWf-Sy0Q,"Fun diy-projects, crafts, experience the joy of doing it yourself! OFFICIAL CHANNEL. For brand partnership enquiries: brands@thesoul-publishing.com.",2017-10-30T13:03:19Z,US,18000000,2626,4147698520
UCkvK_5omS-42Ovgah8KRKtg,MAKEUP ARTIST/COSMETICS CREATOR. Singer/song writer. Fashion obsessed. * SHOP MY BRAND: http://www.jeffreestarcosmetics.com + FOLLOW MY ...,2006-02-14T22:18:44Z,US,17200000,381,2400083112
UCR4s1DE9J4DHzZYXMltSMAg,"I make How To videos! Have a video Suggestion? Post it in the Comments section, contact me through my Facebook page or Tweet me! Business enquiries ...",2011-12-08T10:47:20Z,US,15400000,538,2815674359
UCCgLoMYIyP0U56dEhEL1wXQ,"Subscribe to my channel and find weekly workout videos, healthy food recipes and other fun videos! I've got FREE workout programs on my channel with ...",2011-08-17T04:29:09Z,US,15300000,291,1346924668
UC03RvJoIhm_fMwlUpm9ZvFw,"DIY channel focusing on comedic situations based on daily routines: school hacks, makeup tutorials, beauty tips, fashion and home decor ideas and much more!",2017-12-03T15:54:02Z,US,14400000,315,3696932958
UCzTKskwIc_-a0cGvCXA848Q,N I K K I E T U T O R I A L S  Business inquiries only: info@nikkietutorials.com » Instagram: @nikkietutorials » Twitter: Nikkietutorials » Snapchat: Nikkietutorials ...,2008-06-23T17:34:43Z,US,13600000,803,1381799086
UC4NALVCmcmL5ntpV0thoH6w,"At LooLooKIDS we believe that kids need to laugh, learn and play, and that kid songs can be both entertaining and educational if they are made with dedication, ...",2014-08-05T20:15:33Z,US,34800000,469,16740961253
UCRx3mKNUdl8QE06nEug7p6Q,"Billion Surprise Toys™ ( BST Kids ) is a globally recognized Animation Brand, which specializes in the Entertainment and Education services for the ...",2013-10-25T23:18:43Z,US,25600000,339,7320065390
UCKqx9r4mrFglauNBJc1L_eg,Welcome to Baby Doli friends Channel : ) Baby Doli and ToyPudding are world well known kids contents and characters Enjoy and subscribe to our channel.,2014-05-13T14:31:31Z,US,25400000,2633,14923599480
UCgFXm4TI8htWmCyJ6cVPG_A,We bring toys and colors to kids with fun and educational videos.,2016-03-17T20:35:54Z,US,25600000,490,20001933307
UC_8PAD0Qmi6_gpe77S1Atgg,Канал для всей семьи Family friendly content.,2014-09-22T04:34:06Z,US,19400000,869,10606554003
UCcartHVtvAUzfajflyeT_Gg,Канал для всей семьи Family friendly content.,2014-11-17T09:50:46Z,US,18900000,812,10181718174
UCoookXUzPciGrEZEXmh4Jjg,"Welcome to Sesame Street! A colorful community of monsters, birds, grouches, and humans. A place where everyone counts. Spend time with all your favorite ...",2006-01-16T00:56:52Z,US,17800000,3055,15261264761
UC56cowXhoqRWHeqfSJkIQaA,"Catchy kids songs and nursery rhymes to get children up and bouncing! Learn colors, numbers, alphabet, animals and more as you move, groove and sing ...",2013-01-01T01:37:50Z,US,18000000,178,10362536549
UCNzsYU0aWwjERj-9Y9HUEng,"Focusing on fun, Little Angel burst onto the online scene as a YouTube channel in 2015. With a fresh and fun approach to children's entertainment, Little Angel ...",2015-12-14T01:46:17Z,US,17400000,995,11240184121
UCHwBjRoGO1V-H8QYXjSVHkQ,"Gaby and Alex are the most family friendliest kids Channel on YouTube. Our channel is all about playing toys, having fun, educating and teaching kindness to ...",2012-10-06T21:21:59Z,US,16500000,320,7271688808
UCIwFjwMjI0y7PDBVEO9-bkQ,Help change the world. https://JustinBieber.lnk.to/Holy.,2007-01-15T21:17:27Z,US,57500000,178,1049204644
UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello's Official YouTube Channel.,2015-04-06T21:21:50Z,US,49000000,455,9896340986
UCOmHUn--16B90oW2L6FRR3A,"BLACKPINK Official YouTube Channel 블랙핑크 공식 유튜브 채널입니다. JISOO, JENNIE, ROSÉ, LISA 지수, 제니, 로제, 리사.",2016-06-29T03:15:23Z,US,50600000,315,12576144411
UC0C-w0YjGpqDXGB8IHb662A,The official YouTube channel for Ed Sheeran.,2006-08-08T13:59:50Z,US,45700000,161,20965508055
UCfM3zsQsOnfWNUppiycmBuw,"Marshall Bruce Mathers III, better known by his stage name Eminem (stylized as EMINƎM) and by his alter ego Slim Shady, is an American rapper, record ...",2007-02-09T00:01:36Z,US,44600000,134,1026098877
UC9CoOnJkIBMdeijd9qYoT_g,rain on me out now https://smarturl.it/RainOnMeChromatica.,2007-01-22T01:53:12Z,US,43400000,171,1091394804
UCqECaJ8Gagnn7YCbPEzWH6g,you drew stars around my scars.,2006-09-20T21:05:35Z,US,40000000,180,351111203
UCJrOtniJ0-NWz37R30urifQ,"When I was a kid, I had a fascination for programming and graphic design. Music kind of just happened spontaneously a few years back. I found a track on ...",2012-08-25T20:55:38Z,US,36700000,236,8762394403
UCiGm_E4ZwYSHV3bcW1pnSeQ,,2013-02-06T23:21:04Z,US,34300000,31,788452991
UCb2HGwORFBo94DmRx4oLzow,10YearsOf1D Listen to your favourite 1D songs here… https://1D.lnk.to/10YearsOf1DPlaylistsAY.,2010-12-03T11:45:50Z,US,33800000,157,409802086
UCupvZG-5ko_eiXAupbDfxWw,"CNN operates as a division of Turner Broadcasting System, which is a subsidiary of Warner Media. CNN identifies itself as -- and is widely known to be - the ...",2005-10-02T16:06:36Z,US,10800000,149473,7820464826
UCBi2mrWuNuyYy4gbM6fU18Q,"Make ABC News your daily news outlet for breaking national and world news, broadcast video coverage, exclusive interviews and 24/7 live coverage that will ...",2006-08-07T23:12:21Z,US,9930000,55491,8303068976
UC16niRr50-MSBwiO3YDb3RA,Welcome to the official BBC News YouTube channel. Interested in global news with an impartial perspective? Want to see behind-the-scenes clips and footage ...,2006-04-08T05:51:05Z,US,8430000,12414,2098786730
UCeY0bbntWzzVIaj2z3QigXg,Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC » Watch more NBC video: http://bit.ly/MoreNBCNews NBC News Digital is a collection of innovative ...,2006-07-19T20:46:03Z,US,4010000,26784,2194182669
UChLtXXpo4Ge1ReTEboVvTDg,Welcome to the official Global News channel on YouTube. Please subscribe and join us at our website: http://globalnews.ca. Commenting Policy: Please keep ...,2009-11-04T20:46:32Z,US,2060000,20052,1014099479
UC8p1vwvWtl6T73JiExfWs1g,"CBS News is a trusted source for the latest in politics, U.S. and world news. The network is home to award-winning broadcasts CBS This Morning, CBS Evening ...",2006-09-27T13:38:41Z,US,3020000,78785,2243990288
UCn4sPeUomNGIr26bElVdDYg,NowThis is your premier news outlet providing you with all the videos you need to stay up to date on all the latest in trending news. From entertainment to politics ...,2012-09-05T12:09:54Z,US,1160000,7596,676860750
UCHTK-2W11Vh1V4uwofOfR4w,Welcome to the AP Archive YouTube Channel. AP Archive is the film and video archive of The Associated Press -- the world's largest and oldest news agency.,2015-06-17T09:50:02Z,US,3190000,492681,1838651869
UCVSNOxehfALut52NbkfRBaA,"Voice of America (VOA) is the largest U.S. international broadcaster, providing news and information in more than 40 languages to an estimated weekly ...",2008-03-14T17:13:45Z,US,1370000,34956,634207597
UChDKyKQ59fYz3JO2fl0Z6sg,"TODAY brings you the latest headlines and expert tips on parenting, food, home, style, and health and wellness.",2013-08-21T18:36:02Z,US,2500000,15710,1752611500
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx is an international community that organizes TED-style events anywhere and everywhere -- celebrating locally-driven ideas and elevating them to a global ...,2009-06-23T16:00:48Z,US,27200000,157734,4930674921
UCdNjexbIS_NKJC4ZRwKf9ag,"This is the media channel of The Church of Jesus Christ of Latter-day Saints. Unless otherwise indicated, all content on this channel is copyrighted by Intellectual ...",2008-08-07T16:20:47Z,US,1470000,2642,458374960
UCYv-siSKd3Gn9IsliO95gIw,"Representing God to the Lost and Found for Transformation in Christ. This is the vision of Transformation Church, led by Pastor Michael and Natalie Todd, based ...",2012-09-24T22:03:23Z,US,1190000,262,84864359
UC3z9rRoiie3RXzhUxv1Bdqw,The OFFICIAL Planetshakers YouTube channel!,2007-09-04T05:49:37Z,US,1090000,588,291450949
UCg3_C7BwcV0kBlJbBFHTPJQ,Global Citizen is a community of people like you - a place to learn about and take action on the world's biggest issues. Your voice matters. Join Global Citizen ...,2008-09-22T23:18:45Z,US,975000,1603,302391808
UCBP4B896svWOcWdRp8UjH2Q,Jace Norman / Xander Norman // filmmakers / entrepreneurs Instagram: @jacenorman7 @xandernorman Twitter: @jacenorman @xander_norman Soundcloud: ...,2012-01-02T04:40:17Z,US,879000,28,30798280
UCB7BryuXaMe1pUMznYAq4Jg,"My channel has one simple goal, to motivate you, to give you that little push you need to go after your dreams. Here you will find motivational videos that fit in all ...",2013-10-24T14:56:37Z,US,770000,57,99810364
UCc4yillQaNo6a-iG2PYbbrA,Hey everyone! Welcome to my channel. Here you can expect a good dose of random with hopefully a big chunk of awesome. I make videos that attempt to make ...,2007-01-03T22:52:37Z,US,709000,191,79224080
UCh4pyZUB0mNzieaKv831flA,"We imagine a world where everyone has a place to call home. Each day, we work to fight homelessness by giving it a face while educating individuals about the ...",2008-11-26T07:24:00Z,US,688000,1060,154800785
UC07-dOwgza1IguKA86jqxNA,The official public health information Youtube channel of the World Health Organization (WHO) WHO Mission: Providing leadership on global health matters ...,2005-10-25T13:14:08Z,US,623000,1658,59830822
UCcgVECVN4OKV6DH1jLkqmcA,WHATS UP?! Im Jake Paul. 23 y/o pro boxer / musical artist FAHLO ME OTHER SOCIAL MEDIAS Instagram: jakepaul Twitter: jakepaul Snapchat: jakepaul19 ...,2013-09-19T19:31:16Z,US,20300000,881,6829252495
UCpko_-a4wgz2u_DgDgd9fqA,"BuzzFeed's flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily! To see behind-the-scenes & more, follow us on ...",2011-08-10T21:27:29Z,US,20200000,6907,16977364324
UCWwWOFsW68TqXE-HZLC3WIA,"Welcome to THE ACE FAMILY channel. Join The ACE Family and SUBSCRIBE! Our videos include vlogs, crazy experiences, challenges, pranks, and fun family ...",2016-01-10T20:46:31Z,US,19100000,560,4026081441
UCmh5gdwCx6lN7gEC20leNVA,To see what I'm doing when I'm not vlogging add me on snapchat: @DavidDobrik Business: DavidDobrikBusiness@gmail.com.,2014-12-19T22:35:03Z,US,18400000,621,7835217455
UCNL1ZadSjHpjm4q9j2sVtOA,http://www.littlemonsters.com http://www.facebook.com/ladygaga http://twitter.com/ladygaga http://www.ladygaga.com http://www.hauslabs.com.,2008-05-15T17:02:12Z,US,18300000,169,129930083
UC-SV8-bUJfXjrRMnp7F8Wzw,"I'm Roman Atwood, this is my life as a Father to my sons Noah and Kane and daughter Cora, along with my wife Brittney in Ohio. I've made pranks on YouTube ...",2013-08-12T19:42:23Z,US,15400000,1659,5285965964
UCE76CBkDX591pxzps6bySOw,"Hello! My name is Polina. I'm six years old. I love to travel with mom and dad, and I love toys. I like unpack different boxes to find out what is inside. On my ...",2014-07-08T13:34:05Z,US,13000000,436,4055151635
UC4-CH0epzZpD_ARhxCx6LaQ,,2012-08-24T01:44:00Z,US,12700000,479,3924951004
UCtinbF-Q-fVthA0qrFQTgXQ,"Hi, I live in New York City and love YouTube. some FAQs Q. what'd i shoot that with A; BIG CAMERA; http://amzn.to/1MIJUGK WIDE LENS; ...",2010-02-15T22:06:07Z,US,12200000,1057,2908430180
UCjmAh2qxmvWdH3xNPbg0IUQ,"Welcome to Jason Vlogs! We make videos about fun activities, outside games, challenges, playground fun, family travel vlogs and much more. Please subscribe ...",2015-07-12T15:41:34Z,US,11500000,476,4183557028
UC6E2mP01ZLH_kbAyeazCNdg,The Brave Wilderness Channel is your one stop connection to a wild world of adventure and amazing up close animal encounters! Follow along with the crew as ...,2014-09-08T22:58:06Z,US,17800000,624,3672328026
UCC7tqA6lA2QRw4BdrAEKFxg,Maymo is a seriously funny lemon beagle dog made famous by his extremely cute and derpy activities. His videos have appeared on major television shows and ...,2006-10-30T16:22:40Z,US,9900000,378,3942791327
UCS_BD8cjFA8juZogPH5hEjg,Hey! My name is Joey! Welcome to my gaming channel! ---------------------- ▻ Fun Indie Games! ▻ Horror/Spooky Games! ▻ Minecraft Minigames! ▻ Minecraft ...,2012-07-24T00:13:25Z,US,2750000,2100,632358714
UCwmZiChSryoWQCZMIQezgTg,"Celebrating nature, science, space and the human race, BBC Earth brings you face to face with heart-pounding action, mind-blowing ideas and the sheer ...",2009-02-25T00:01:07Z,US,8240000,1873,2840849612
UCINb0wqPz-A0dV9nARjJlOQ,The Dodo on YouTube is a place for everyone who loves animals and cares about their wellbeing. Our goal is to make caring about animals a viral cause.,2014-03-21T20:50:16Z,US,7460000,5685,4049622378
UC4kyYTypYb3mQ6ZL25kly6g,Animal Aid Unlimited is a leading street animal rescue center in India. Our hospital and sanctuary are home to more than 4500 rescued and recovering animals ...,2008-08-02T09:14:56Z,US,5940000,309,1785230648
UCdu8QrpJd6rdHU9fHl8J01A,"http://www.HopeForPaws.org If you would like to SEND OUR ANIMALS stuff (a card, dog toys, cat toys, beds, rescue equipment or a check donation), it would be ...",2006-09-14T00:20:57Z,US,4960000,491,1219146845
UCVUdHi-tdW5AKdzMiTPG97Q,"Puppies & Babies & Kitties OH MY! New videos, all in HD, ALL the time. Every time someone subscribes, baby animals are born!",2010-11-27T19:32:15Z,US,4290000,231,2045461296
UCNo5PGwGmfnEprEUUb9AGgw,Aaron's Animals is a series of videos documenting the life of Aaron and his Animals. On this YouTube channel you will find the entire collection of Aaron's ...,2015-02-12T10:06:18Z,US,4410000,85,976304721
UCI8FQkQ-Iv73GZcsJ-6pNWw,,2007-12-26T06:51:37Z,US,3860000,74,184950729
UCqsS8fU6yVxrJr5y_CoUn3w,"Yeah, i do Experiments.. dont forget to subscribe! 100% copyright content. Business inquierements to: business-haertetest@t-online.de Impressum: Florian Bär ...",2011-09-06T17:22:54Z,US,19200000,484,2083356142
UCAuUUnT6oDeKwE6v1NGQxug,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their ...",2006-12-06T23:27:08Z,US,18100000,3468,1891345480
UCsTcErHg8oDvUnTzoqsYeNw,Where products get naked. Here you will find a variety of videos showcasing the coolest products on the planet. From the newest smartphone to surprising ...,2010-12-21T08:00:23Z,US,17300000,1845,3815347307
UC6nSFpj9HTCZ5t-N3Rm3-HA,Our World is Amazing. Questions? Ideas? Tweet me: http://www.twitter.com/tweetsauce Vsauce was created by Michael Stevens in the summer of 2010. Vsauce ...,2007-07-30T20:43:33Z,US,16100000,368,1925764556
