channelId,description,publishedAt,region,subscriberCount,videoCount,viewCount
UCS94J1s6-qc8v7btCdS2pNg,,2017-11-14T14:56:43Z,US,32800000,369,13552724298
UChGJGhZ9SOOHvBB0Y4DOO_w,"Welcome To Ryan's World!!! Ryan loves doing lots of fun things like pretend play, science experiments, music videos, skits, challenges, DIY arts and crafts and ...",2015-03-17T00:18:47Z,US,26700000,1823,42171550649
UC3gNmTGu-TTbFPpfSs5kNkg,"The Fandango MOVIECLIPS channel is the largest collection of licensed movie clips on the web. We are HUGE movie fans. We love films so much, that our ...",2006-04-28T00:02:37Z,US,44900000,36230,43313864889
UCPNxhDvTcytIdvwXWAm43cA,Official Selena Gomez YouTube Channel!,2008-02-08T14:59:05Z,US,26900000,179,527793014
UCu59yAFE8fM0sVNTipR4edw,"With kindness and comedy in its heart, the show follows the adventures of a little girl Masha and her friend, The Bear. Their relationship is a metaphor of how a ...",2014-09-17T12:56:19Z,US,18100000,573,8304209960
UCUAL--p3qAa27luR0IYbjZA,"Welcome to the official Pencilmation YouTube channel! Pencilmation, the endless struggle between creator and creation. Brought to you by the mind of Ross ...",2007-02-01T03:30:32Z,US,17300000,751,8749923444
UCUe6ZpY6TJ0no8jI4l2iLxw,"You can enjoy Nick Jr. shows and games everywhere you are. Watch full episodes of PAW Patrol, Shimmer and Shine, Blaze and the Monster Machines, Bubble ...",2012-09-27T08:50:57Z,US,16600000,3627,13835485341
UCK5Q72Uyo73uRPk8PmM2A3w,Welcome to Genevieve's Playhouse where we create all kinds of educational videos for kids and toddlers using toy based learning. Come along as Genevieve ...,2016-01-06T16:47:22Z,US,15900000,526,7809521297
UCi8e0iOVk1fEOogdfu4YgfA,"The Fandango MOVIECLIPS TRAILERS channel delivers hot new trailers, teasers, and sneak peeks for all the best upcoming movies. Subscribe to stay up to ...",2011-04-01T18:43:14Z,US,15000000,8524,11914873299
UCFeUyPY6W8qX8w2o6oSiRmw,"The Official Pink Panther YouTube Channel. Think Pink! New episodes of The Pink Panther (1993) will be uploaded every Monday, Thursday, and Saturday!",2013-09-09T08:44:58Z,US,13600000,513,6943812345
UC9trsD1jCTXXtN3xIOIU8gg,Welcome to the Official YouTube channel for WB Kids. Watch all of your favorite clips and trailers from iconic brands like Looney Tunes and Scooby-Doo!,2015-03-31T18:07:46Z,US,13600000,1237,5000748514
UCHCph-_jLba_9atyCZJPLQQ,Welcome to How it Should Have Ended! A place for animated parody alternate endings to major motion pictures. We make cartoons as fast as we can and ...,2007-03-05T21:41:41Z,US,9900000,386,2825575401
UC7_YxT-KID8kRbqZo7MyscQ,"Welcome to Markiplier! Here you'll find some hilarious gaming videos, original comedy sketches, animated parodies, and other bits of entertainment!",2012-05-26T20:30:52Z,US,27100000,4788,14129575289
UCKqH_9mk1waLgBiL2vT5b9g,Official Vanoss Gaming YouTube Channel.,2011-09-15T07:05:29Z,US,25300000,1247,13069210303
UCYzPXprvl5Y-Sf0g4vX-m6g,"Top of the mornin' to ya, laddies! Welcome to my channel, my name is jacksepticeye. I am a very energetic let's player with a big heart who just wants to have fun ...",2007-02-24T14:28:56Z,US,25000000,4663,13306080897
UCAW-NpUFkMyCNrvRSSGIvDQ,"Tyler ""Ninja"" Blevins is a professional Battle Royale Player and Streamer. He currently is playing Fortnite, Valorant, and Warzone *Accomplishments* - 1st Place ...",2011-11-11T06:17:51Z,US,24100000,1210,2332174899
UCS5Oz6CHmeoF7vSad0qqXfw,Daily gaming videos with DanTDM :) BUSINESS ONLY :: management@dantdmteam.com.,2012-07-14T21:58:18Z,US,23800000,3423,17273359925
UCm3hAp1m1xlAz0ve_EKAo4g,"I'm Talking Tom and this is my super awesome, laugh-a-minute, crazy fun channel! This is a place of FUN FUN FUN! I post all kinds of videos for your ...",2010-07-04T02:07:57Z,US,21400000,288,10188064053
UC0DZmkupLYwc0yDsfocLh0A,"Hi there, welcome to my channel! My name is Jelly and I'm a child friendly Youtuber! Make sure to SUBSCRIBE for daily videos on various games! And ofcourse ...",2014-05-27T13:19:08Z,US,19600000,4430,10697391991
UCYVinkwSX7szARULgYpvhLw,Ali-A // Subscribe and join the #AliAarmy! ▻ Welcome to the best place for gaming news and gameplays! This is my place to share videos of me having fun ...,2006-09-13T17:12:04Z,US,17400000,3513,5288225305
UCpGdL9Sn3Q5YWUH2DVUW1Ug,Your source for epic Minecraft content! Don't forget to subscribe! - Minecraft Mob Battles and Arena Battles - Epic Modded Let's Plays - Mod Showcases ...,2012-04-17T17:18:29Z,US,17100000,4654,14058910844
UCC-RHF_77zQdKcA75hr5oTQ,"FGTeeV, the Family Gaming team, brings you the premiere YouTube channel for gamers. Meet FGTeeV Duddy his wife FGTEEV Moomy, their sons Shawn, ...",2013-05-24T04:54:22Z,US,16800000,1425,17407764394
UC295-Dw_tDNtZXFeAPAW6Aw,"Fun diy-projects, crafts, experience the joy of doing it yourself! OFFICIAL CHANNEL. For brand partnership enquires: brands@thesoul-publishing.com.",2016-11-15T09:25:37Z,US,68800000,4608,18711255873
UCWwqHwqLSrdWMgp5DZG5Dzg,"Easy DIY ""how to"" video tutorials. DIY Accessories, Make Up Tutorials, Life Hacks, Pranks, Home Décor and and MUCH more! Make it easy! For any business ...",2015-09-12T13:49:04Z,US,20900000,1402,7916522036
UCJFp8uSYCjXOMnkUyb3CQ3Q,"Tasty The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we help ...",2016-01-22T23:05:31Z,US,19400000,4000,4659154495
UC2etEuPIfohP4P53wM0KImA,"Fun diy-projects, crafts, experience the joy of doing it yourself! OFFICIAL CHANNEL. For brand partnership enquires: brands@thesoul-publishing.com.",2018-01-18T08:58:56Z,US,19400000,2760,3949470993
UC57XAjJ04TY8gNxOWf-Sy0Q,"Fun diy-projects, crafts, experience the joy of doing it yourself! OFFICIAL CHANNEL. For brand partnership enquiries: brands@thesoul-publishing.com.",2017-10-30T13:03:19Z,US,18000000,2632,4152695221
UCkvK_5omS-42Ovgah8KRKtg,MAKEUP ARTIST/COSMETICS CREATOR. Singer/song writer. Fashion obsessed. * SHOP MY BRAND: http://www.jeffreestarcosmetics.com + FOLLOW MY ...,2006-02-14T22:18:44Z,US,17100000,382,2402287280
UCR4s1DE9J4DHzZYXMltSMAg,"I make How To videos! Have a video Suggestion? Post it in the Comments section, contact me through my Facebook page or Tweet me! Business enquiries ...",2011-12-08T10:47:20Z,US,15400000,538,2818203059
UCCgLoMYIyP0U56dEhEL1wXQ,"Subscribe to my channel and find weekly workout videos, healthy food recipes and other fun videos! I've got FREE workout programs on my channel with ...",2011-08-17T04:29:09Z,US,15300000,291,1351962319
UC03RvJoIhm_fMwlUpm9ZvFw,"DIY channel focusing on comedic situations based on daily routines: school hacks, makeup tutorials, beauty tips, fashion and home decor ideas and much more!",2017-12-03T15:54:02Z,US,14400000,315,3722846287
UCzTKskwIc_-a0cGvCXA848Q,N I K K I E T U T O R I A L S  Business inquiries only: info@nikkietutorials.com » Instagram: @nikkietutorials » Twitter: Nikkietutorials » Snapchat: Nikkietutorials ...,2008-06-23T17:34:43Z,US,13600000,803,1382215529
UC4NALVCmcmL5ntpV0thoH6w,"At LooLooKIDS we believe that kids need to laugh, learn and play, and that kid songs can be both entertaining and educational if they are made with dedication, ...",2014-08-05T20:15:33Z,US,34900000,469,16809492540
UCRx3mKNUdl8QE06nEug7p6Q,"Billion Surprise Toys™ ( BST Kids ) is a globally recognized Animation Brand, which specializes in the Entertainment and Education services for the ...",2013-10-25T23:18:43Z,US,25600000,339,7327088607
UCKqx9r4mrFglauNBJc1L_eg,Welcome to Baby Doli friends Channel : ) Baby Doli and ToyPudding are world well known kids contents and characters Enjoy and subscribe to our channel.,2014-05-13T14:31:31Z,US,25400000,2633,14924659162
UCgFXm4TI8htWmCyJ6cVPG_A,We bring toys and colors to kids with fun and educational videos.,2016-03-17T20:35:54Z,US,25700000,491,20091115615
UC_8PAD0Qmi6_gpe77S1Atgg,Канал для всей семьи Family friendly content.,2014-09-22T04:34:06Z,US,19400000,870,10630514666
UCcartHVtvAUzfajflyeT_Gg,Канал для всей семьи Family friendly content.,2014-11-17T09:50:46Z,US,18900000,813,10195146767
UCoookXUzPciGrEZEXmh4Jjg,"Welcome to Sesame Street! A colorful community of monsters, birds, grouches, and humans. A place where everyone counts. Spend time with all your favorite ...",2006-01-16T00:56:52Z,US,17900000,3056,15294011158
UC56cowXhoqRWHeqfSJkIQaA,"Catchy kids songs and nursery rhymes to get children up and bouncing! Learn colors, numbers, alphabet, animals and more as you move, groove and sing ...",2013-01-01T01:37:50Z,US,18000000,179,10398126723
UCNzsYU0aWwjERj-9Y9HUEng,"Focusing on fun, Little Angel burst onto the online scene as a YouTube channel in 2015. With a fresh and fun approach to children's entertainment, Little Angel ...",2015-12-14T01:46:17Z,US,17500000,995,11299759763
UCHwBjRoGO1V-H8QYXjSVHkQ,"Gaby and Alex are the most family friendliest kids Channel on YouTube. Our channel is all about playing toys, having fun, educating and teaching kindness to ...",2012-10-06T21:21:59Z,US,16500000,321,7281093955
UCIwFjwMjI0y7PDBVEO9-bkQ,Help change the world. https://JustinBieber.lnk.to/Holy.,2007-01-15T21:17:27Z,US,57500000,178,1050067000
UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello's Official YouTube Channel.,2015-04-06T21:21:50Z,US,49000000,455,9912588824
UCOmHUn--16B90oW2L6FRR3A,"BLACKPINK Official YouTube Channel 블랙핑크 공식 유튜브 채널입니다. JISOO, JENNIE, ROSÉ, LISA 지수, 제니, 로제, 리사.",2016-06-29T03:15:23Z,US,50800000,318,12650984142
UC0C-w0YjGpqDXGB8IHb662A,The official YouTube channel for Ed Sheeran.,2006-08-08T13:59:50Z,US,45700000,161,20981007089
UCfM3zsQsOnfWNUppiycmBuw,"Marshall Bruce Mathers III, better known by his stage name Eminem (stylized as EMINƎM) and by his alter ego Slim Shady, is an American rapper, record ...",2007-02-09T00:01:36Z,US,44600000,134,1027285847
UC9CoOnJkIBMdeijd9qYoT_g,rain on me out now https://smarturl.it/RainOnMeChromatica.,2007-01-22T01:53:12Z,US,43500000,171,1092255532
UCqECaJ8Gagnn7YCbPEzWH6g,you drew stars around my scars.,2006-09-20T21:05:35Z,US,40000000,180,351351657
UCJrOtniJ0-NWz37R30urifQ,"When I was a kid, I had a fascination for programming and graphic design. Music kind of just happened spontaneously a few years back. I found a track on ...",2012-08-25T20:55:38Z,US,36700000,236,8772305928
UCiGm_E4ZwYSHV3bcW1pnSeQ,,2013-02-06T23:21:04Z,US,34400000,31,789738230
UCb2HGwORFBo94DmRx4oLzow,10YearsOf1D Listen to your favourite 1D songs here… https://1D.lnk.to/10YearsOf1DPlaylistsAY.,2010-12-03T11:45:50Z,US,33800000,157,410238458
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx is an international community that organizes TED-style events anywhere and everywhere -- celebrating locally-driven ideas and elevating them to a global ...,2009-06-23T16:00:48Z,US,27200000,157749,4936576716
UCdNjexbIS_NKJC4ZRwKf9ag,"This is the media channel of The Church of Jesus Christ of Latter-day Saints. Unless otherwise indicated, all content on this channel is copyrighted by Intellectual ...",2008-08-07T16:20:47Z,US,1470000,2642,458841789
UCYv-siSKd3Gn9IsliO95gIw,"Representing God to the Lost and Found for Transformation in Christ. This is the vision of Transformation Church, led by Pastor Michael and Natalie Todd, based ...",2012-09-24T22:03:23Z,US,1190000,262,84967110
UC3z9rRoiie3RXzhUxv1Bdqw,The OFFICIAL Planetshakers YouTube channel!,2007-09-04T05:49:37Z,US,1100000,588,291676204
UCg3_C7BwcV0kBlJbBFHTPJQ,Global Citizen is a community of people like you - a place to learn about and take action on the world's biggest issues. Your voice matters. Join Global Citizen ...,2008-09-22T23:18:45Z,US,975000,1607,302840751
UCBP4B896svWOcWdRp8UjH2Q,Jace Norman / Xander Norman // filmmakers / entrepreneurs Instagram: @jacenorman7 @xandernorman Twitter: @jacenorman @xander_norman Soundcloud: ...,2012-01-02T04:40:17Z,US,880000,28,30837600
UCB7BryuXaMe1pUMznYAq4Jg,"My channel has one simple goal, to motivate you, to give you that little push you need to go after your dreams. Here you will find motivational videos that fit in all ...",2013-10-24T14:56:37Z,US,770000,57,99831679
UCc4yillQaNo6a-iG2PYbbrA,Hey everyone! Welcome to my channel. Here you can expect a good dose of random with hopefully a big chunk of awesome. I make videos that attempt to make ...,2007-01-03T22:52:37Z,US,709000,191,79229538
UCh4pyZUB0mNzieaKv831flA,"We imagine a world where everyone has a place to call home. Each day, we work to fight homelessness by giving it a face while educating individuals about the ...",2008-11-26T07:24:00Z,US,696000,1060,156537119
UC07-dOwgza1IguKA86jqxNA,The official public health information Youtube channel of the World Health Organization (WHO) WHO Mission: Providing leadership on global health matters ...,2005-10-25T13:14:08Z,US,626000,1664,57909283
UCupvZG-5ko_eiXAupbDfxWw,"CNN operates as a division of Turner Broadcasting System, which is a subsidiary of Warner Media. CNN identifies itself as -- and is widely known to be - the ...",2005-10-02T16:06:36Z,US,10800000,149480,7834155714
UCBi2mrWuNuyYy4gbM6fU18Q,"Make ABC News your daily news outlet for breaking national and world news, broadcast video coverage, exclusive interviews and 24/7 live coverage that will ...",2006-08-07T23:12:21Z,US,9950000,55515,8314786286
UC16niRr50-MSBwiO3YDb3RA,Welcome to the official BBC News YouTube channel. Interested in global news with an impartial perspective? Want to see behind-the-scenes clips and footage ...,2006-04-08T05:51:05Z,US,8440000,12421,2102498424
UCeY0bbntWzzVIaj2z3QigXg,Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC » Watch more NBC video: http://bit.ly/MoreNBCNews NBC News Digital is a collection of innovative ...,2006-07-19T20:46:03Z,US,4020000,26810,2204126198
UChLtXXpo4Ge1ReTEboVvTDg,Welcome to the official Global News channel on YouTube. Please subscribe and join us at our website: http://globalnews.ca. Commenting Policy: Please keep ...,2009-11-04T20:46:32Z,US,2060000,20086,1016907424
UC8p1vwvWtl6T73JiExfWs1g,"CBS News is a trusted source for the latest in politics, U.S. and world news. The network is home to award-winning broadcasts CBS This Morning, CBS Evening ...",2006-09-27T13:38:41Z,US,3020000,78816,2248828150
UCn4sPeUomNGIr26bElVdDYg,NowThis is your premier news outlet providing you with all the videos you need to stay up to date on all the latest in trending news. From entertainment to politics ...,2012-09-05T12:09:54Z,US,1160000,7620,679627487
UCHTK-2W11Vh1V4uwofOfR4w,Welcome to the AP Archive YouTube Channel. AP Archive is the film and video archive of The Associated Press -- the world's largest and oldest news agency.,2015-06-17T09:50:02Z,US,3200000,492795,1842580834
UCVSNOxehfALut52NbkfRBaA,"Voice of America (VOA) is the largest U.S. international broadcaster, providing news and information in more than 40 languages to an estimated weekly ...",2008-03-14T17:13:45Z,US,1380000,34967,635231893
UChDKyKQ59fYz3JO2fl0Z6sg,"TODAY brings you the latest headlines and expert tips on parenting, food, home, style, and health and wellness.",2013-08-21T18:36:02Z,US,2500000,15722,1754428763
UCcgVECVN4OKV6DH1jLkqmcA,WHATS UP?! Im Jake Paul. 23 y/o pro boxer / musical artist FAHLO ME OTHER SOCIAL MEDIAS Instagram: jakepaul Twitter: jakepaul Snapchat: jakepaul19 ...,2013-09-19T19:31:16Z,US,20300000,881,6822335734
UCpko_-a4wgz2u_DgDgd9fqA,"BuzzFeed's flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily! To see behind-the-scenes & more, follow us on ...",2011-08-10T21:27:29Z,US,20200000,6910,16979913542
UCWwWOFsW68TqXE-HZLC3WIA,"Welcome to THE ACE FAMILY channel. Join The ACE Family and SUBSCRIBE! Our videos include vlogs, crazy experiences, challenges, pranks, and fun family ...",2016-01-10T20:46:31Z,US,19100000,560,4028506699
UCmh5gdwCx6lN7gEC20leNVA,To see what I'm doing when I'm not vlogging add me on snapchat: @DavidDobrik Business: DavidDobrikBusiness@gmail.com.,2014-12-19T22:35:03Z,US,18400000,621,7840680878
UCNL1ZadSjHpjm4q9j2sVtOA,http://www.littlemonsters.com http://www.facebook.com/ladygaga http://twitter.com/ladygaga http://www.ladygaga.com http://www.hauslabs.com.,2008-05-15T17:02:12Z,US,18300000,169,130012325
UC-SV8-bUJfXjrRMnp7F8Wzw,"I'm Roman Atwood, this is my life as a Father to my sons Noah and Kane and daughter Cora, along with my wife Brittney in Ohio. I've made pranks on YouTube ...",2013-08-12T19:42:23Z,US,15400000,1659,5286297447
UCE76CBkDX591pxzps6bySOw,"Hello! My name is Polina. I'm six years old. I love to travel with mom and dad, and I love toys. I like unpack different boxes to find out what is inside. On my ...",2014-07-08T13:34:05Z,US,13000000,436,4059159141
UC4-CH0epzZpD_ARhxCx6LaQ,,2012-08-24T01:44:00Z,US,12700000,480,3930692395
UCtinbF-Q-fVthA0qrFQTgXQ,"Hi, I live in New York City and love YouTube. some FAQs Q. what'd i shoot that with A; BIG CAMERA; http://amzn.to/1MIJUGK WIDE LENS; ...",2010-02-15T22:06:07Z,US,12200000,1057,2909950944
UCjmAh2qxmvWdH3xNPbg0IUQ,"Welcome to Jason Vlogs! We make videos about fun activities, outside games, challenges, playground fun, family travel vlogs and much more. Please subscribe ...",2015-07-12T15:41:34Z,US,11500000,476,4194619267
UC6E2mP01ZLH_kbAyeazCNdg,The Brave Wilderness Channel is your one stop connection to a wild world of adventure and amazing up close animal encounters! Follow along with the crew as ...,2014-09-08T22:58:06Z,US,17800000,625,3676617899
UCC7tqA6lA2QRw4BdrAEKFxg,Maymo is a seriously funny lemon beagle dog made famous by his extremely cute and derpy activities. His videos have appeared on major television shows and ...,2006-10-30T16:22:40Z,US,9910000,379,3948008642
UCS_BD8cjFA8juZogPH5hEjg,Hey! My name is Joey! Welcome to my gaming channel! ---------------------- ▻ Fun Indie Games! ▻ Horror/Spooky Games! ▻ Minecraft Minigames! ▻ Minecraft ...,2012-07-24T00:13:25Z,US,2750000,2102,633400361
UCwmZiChSryoWQCZMIQezgTg,"Celebrating nature, science, space and the human race, BBC Earth brings you face to face with heart-pounding action, mind-blowing ideas and the sheer ...",2009-02-25T00:01:07Z,US,8260000,1873,2841880783
UCINb0wqPz-A0dV9nARjJlOQ,The Dodo on YouTube is a place for everyone who loves animals and cares about their wellbeing. Our goal is to make caring about animals a viral cause.,2014-03-21T20:50:16Z,US,7470000,5689,4060856532
UC4kyYTypYb3mQ6ZL25kly6g,Animal Aid Unlimited is a leading street animal rescue center in India. Our hospital and sanctuary are home to more than 4500 rescued and recovering animals ...,2008-08-02T09:14:56Z,US,5950000,309,1787398125
UCdu8QrpJd6rdHU9fHl8J01A,"http://www.HopeForPaws.org If you would like to SEND OUR ANIMALS stuff (a card, dog toys, cat toys, beds, rescue equipment or a check donation), it would be ...",2006-09-14T00:20:57Z,US,4960000,492,1220105815
UCVUdHi-tdW5AKdzMiTPG97Q,"Puppies & Babies & Kitties OH MY! New videos, all in HD, ALL the time. Every time someone subscribes, baby animals are born!",2010-11-27T19:32:15Z,US,4300000,231,2047255118
UCNo5PGwGmfnEprEUUb9AGgw,Aaron's Animals is a series of videos documenting the life of Aaron and his Animals. On this YouTube channel you will find the entire collection of Aaron's ...,2015-02-12T10:06:18Z,US,4420000,85,978789187
UCI8FQkQ-Iv73GZcsJ-6pNWw,,2007-12-26T06:51:37Z,US,3860000,74,185239754
UCqsS8fU6yVxrJr5y_CoUn3w,"Yeah, i do Experiments.. dont forget to subscribe! 100% copyright content. Business inquierements to: business-haertetest@t-online.de Impressum: Florian Bär ...",2011-09-06T17:22:54Z,US,19200000,486,2086632392
UCAuUUnT6oDeKwE6v1NGQxug,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their ...",2006-12-06T23:27:08Z,US,18100000,3470,1908076908
UCsTcErHg8oDvUnTzoqsYeNw,Where products get naked. Here you will find a variety of videos showcasing the coolest products on the planet. From the newest smartphone to surprising ...,2010-12-21T08:00:23Z,US,17300000,1846,3817001405
